Id,Category
0,1
1,2
2,2
3,1
4,1
5,1
6,3
7,0
8,2
9,2
10,1
11,2
12,1
13,2
14,0
15,1
16,1
17,2
18,1
19,3
20,4
21,1
22,3
23,1
24,2
25,0
26,2
27,1
28,2
29,1
30,3
31,3
32,1
33,1
34,1
35,1
36,1
37,1
38,2
39,2
40,1
41,2
42,2
43,2
44,3
45,1
46,3
47,1
48,1
49,1
50,1
51,2
52,0
53,1
54,4
55,1
56,1
57,2
58,2
59,4
60,2
61,2
62,1
63,1
64,2
65,2
66,1
67,2
68,1
69,1
70,2
71,1
72,1
73,2
74,1
75,1
76,1
77,2
78,2
79,1
80,3
81,2
82,1
83,1
84,2
85,0
86,2
87,3
88,2
89,1
90,1
91,2
92,1
93,0
94,0
95,2
96,3
97,1
98,4
99,0
100,1
101,1
102,2
103,1
104,2
105,2
106,1
107,1
108,1
109,2
110,3
111,1
112,2
113,1
114,3
115,1
116,2
117,2
118,1
119,1
120,3
121,1
122,1
123,1
124,1
125,1
126,2
127,1
128,1
129,4
130,1
131,2
132,3
133,3
134,1
135,2
136,3
137,2
138,1
139,1
140,1
141,1
142,3
143,2
144,4
145,1
146,1
147,1
148,1
149,3
150,2
151,1
152,1
153,0
154,4
155,2
156,1
157,2
158,1
159,1
160,2
161,1
162,1
163,0
164,1
165,2
166,1
167,3
168,0
169,1
170,3
171,2
172,1
173,2
174,2
175,1
176,1
177,1
178,1
179,3
180,1
181,1
182,3
183,1
184,4
185,1
186,1
187,2
188,1
189,2
190,1
191,1
192,2
193,2
194,3
195,2
196,1
197,2
198,2
199,2
200,3
201,0
202,2
203,2
204,1
205,1
206,3
207,1
208,0
209,3
210,2
211,2
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,0
220,0
221,2
222,2
223,0
224,3
225,1
226,2
227,1
228,4
229,3
230,1
231,1
232,1
233,1
234,0
235,1
236,1
237,4
238,3
239,0
240,2
241,1
242,1
243,2
244,2
245,1
246,1
247,1
248,1
249,1
250,1
251,3
252,1
253,3
254,2
255,1
256,1
257,1
258,1
259,3
260,1
261,3
262,1
263,2
264,3
265,1
266,0
267,1
268,1
269,3
270,2
271,1
272,1
273,2
274,2
275,1
276,2
277,1
278,3
279,1
280,1
281,1
282,1
283,1
284,0
285,2
286,2
287,1
288,2
289,3
290,2
291,1
292,4
293,2
294,1
295,2
296,1
297,1
298,0
299,1
300,1
301,1
302,2
303,1
304,1
305,2
306,1
307,1
308,1
309,2
310,3
311,1
312,3
313,1
314,1
315,2
316,1
317,1
318,2
319,2
320,2
321,1
322,2
323,1
324,2
325,3
326,2
327,2
328,3
329,2
330,1
331,1
332,3
333,1
334,2
335,2
336,3
337,1
338,1
339,1
340,2
341,1
342,2
343,1
344,1
345,1
346,1
347,1
348,1
349,2
350,0
351,2
352,3
353,0
354,4
355,1
356,1
357,2
358,1
359,2
360,2
361,1
362,2
363,0
364,2
365,0
366,2
367,1
368,2
369,1
370,1
371,1
372,1
373,1
374,0
375,2
376,1
377,1
378,2
379,1
380,3
381,2
382,2
383,4
384,1
385,1
386,4
387,2
388,1
389,1
390,2
391,4
392,1
393,1
394,2
395,1
396,4
397,4
398,2
399,0
400,1
401,1
402,2
403,0
404,1
405,1
406,0
407,2
408,1
409,1
410,2
411,2
412,1
413,2
414,3
415,1
416,2
417,1
418,4
419,1
420,2
421,3
422,1
423,1
424,2
425,3
426,2
427,2
428,1
429,1
430,2
431,3
432,2
433,1
434,2
435,1
436,2
437,3
438,1
439,2
440,1
441,1
442,2
443,2
444,1
445,3
446,1
447,1
448,2
449,1
450,3
451,3
452,2
453,2
454,1
455,3
456,2
457,4
458,1
459,3
460,1
461,1
462,1
463,1
464,1
465,4
466,2
467,1
468,2
469,3
470,2
471,1
472,1
473,1
474,1
475,1
476,2
477,2
478,4
479,2
480,1
481,1
482,2
483,2
484,1
485,4
486,1
487,2
488,4
489,1
490,1
491,1
492,2
493,0
494,2
495,3
496,2
497,1
498,3
499,2
500,1
501,1
502,3
503,0
504,1
505,3
506,4
507,1
508,4
509,1
510,3
511,1
512,1
513,1
514,1
515,3
516,2
517,1
518,0
519,1
520,1
521,1
522,1
523,1
524,2
525,1
526,1
527,2
528,2
529,2
530,1
531,1
532,1
533,1
534,1
535,0
536,2
537,2
538,1
539,1
540,3
541,1
542,4
543,2
544,1
545,2
546,2
547,1
548,1
549,1
550,1
551,1
552,2
553,1
554,2
555,4
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,4
565,2
566,4
567,2
568,1
569,3
570,2
571,1
572,1
573,1
574,2
575,2
576,2
577,1
578,1
579,1
580,1
581,1
582,0
583,2
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,0
592,3
593,1
594,0
595,2
596,3
597,0
598,4
599,1
600,1
601,3
602,3
603,1
604,1
605,3
606,1
607,2
608,1
609,3
610,1
611,1
612,3
613,2
614,0
615,1
616,1
617,1
618,1
619,1
620,2
621,2
622,2
623,1
624,2
625,1
626,3
627,1
628,2
629,1
630,2
631,1
632,3
633,1
634,1
635,1
636,3
637,1
638,2
639,1
640,0
641,3
642,2
643,2
644,0
645,1
646,1
647,2
648,3
649,3
650,1
651,2
652,1
653,4
654,2
655,2
656,1
657,2
658,1
659,1
660,3
661,2
662,2
663,1
664,2
665,1
666,1
667,2
668,3
669,4
670,2
671,1
672,2
673,2
674,1
675,1
676,1
677,2
678,0
679,1
680,1
681,2
682,2
683,1
684,1
685,1
686,1
687,2
688,1
689,1
690,1
691,1
692,1
693,1
694,2
695,3
696,1
697,2
698,4
699,1
700,1
701,2
702,2
703,3
704,2
705,1
706,1
707,4
708,1
709,1
710,1
711,1
712,2
713,2
714,1
715,4
716,4
717,1
718,1
719,2
720,2
721,2
722,2
723,3
724,1
725,2
726,2
727,1
728,3
729,4
730,2
731,2
732,2
733,1
734,1
735,2
736,1
737,3
738,1
739,1
740,2
741,2
742,1
743,1
744,4
745,2
746,1
747,1
748,3
749,2
750,1
751,2
752,1
753,1
754,1
755,2
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,2
764,3
765,1
766,1
767,2
768,1
769,2
770,2
771,1
772,1
773,2
774,3
775,1
776,1
777,1
778,2
779,2
780,1
781,3
782,3
783,1
784,2
785,1
786,1
787,2
788,2
789,1
790,2
791,1
792,2
793,1
794,0
795,1
796,2
797,2
798,2
799,3
800,1
801,3
802,1
803,3
804,2
805,1
806,1
807,2
808,1
809,2
810,3
811,2
812,1
813,1
814,1
815,3
816,2
817,2
818,2
819,1
820,2
821,1
822,1
823,1
824,0
825,1
826,1
827,0
828,1
829,1
830,1
831,1
832,1
833,2
834,2
835,1
836,1
837,2
838,1
839,1
840,3
841,2
842,1
843,1
844,2
845,1
846,3
847,1
848,1
849,1
850,2
851,1
852,2
853,1
854,3
855,4
856,1
857,2
858,1
859,0
860,1
861,1
862,1
863,1
864,1
865,2
866,4
867,2
868,1
869,1
870,1
871,3
872,1
873,4
874,3
875,2
876,2
877,1
878,3
879,1
880,1
881,2
882,3
883,2
884,0
885,2
886,2
887,4
888,1
889,1
890,1
891,1
892,2
893,1
894,2
895,0
896,2
897,1
898,1
899,1
900,1
901,1
902,3
903,1
904,1
905,2
906,2
907,2
908,1
909,1
910,3
911,4
912,2
913,2
914,2
915,1
916,2
917,2
918,3
919,1
920,1
921,1
922,1
923,1
924,3
925,3
926,1
927,1
928,2
929,1
930,2
931,2
932,2
933,0
934,2
935,1
936,1
937,1
938,0
939,0
940,1
941,4
942,2
943,1
944,1
945,1
946,1
947,1
948,2
949,1
950,2
951,1
952,1
953,1
954,1
955,1
956,3
957,1
958,1
959,1
960,2
961,2
962,1
